Bag Number,Site,Date,Locality,Latitude,Longitude,Collector,Unique ID,Method(nocolor),Method,Warming,Plant Species,Order,Family,Genus,Species,Sex,Notes,Location
125,"Alexandra Fiord, Nunavut",2012-07-06,Willow,78.875,-75.799,S. Robinson,UBC:GH:1231,Bowl Trap,Bowl Trap Yellow,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,Spencer Entomological Collection
208,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:1297,Bowl Trap,Bowl Trap Blue,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,F,NA,NA
139,"Alexandra Fiord, Nunavut",2012-07-07,Willow,78.875,-75.799,S. Robinson,UBC:GH:1316,Netting,Netting ,Control,Dryas integrifolia,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,Spencer Entomological Collection
184,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:1361,Bowl Trap,Bowl Trap White,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
162,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1787,Bowl Trap,Bowl Trap White,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,F,NA,NA
206,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:1866,Bowl Trap,Bowl Trap Yellow,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,F,NA,Greg's Synoptic Collection
185,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:1914,Bowl Trap,Bowl Trap Blue,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,F,NA,NA
185,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:1920,Bowl Trap,Bowl Trap Blue,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,F,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2021,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2040,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2109,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
147,"Alexandra Fiord, Nunavut",2012-07-08,Willow,78.875,-75.799,S. Robinson,UBC:GH:2458,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
147,"Alexandra Fiord, Nunavut",2012-07-08,Willow,78.875,-75.799,S. Robinson,UBC:GH:2473,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
164,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:2530,Bowl Trap,Bowl Trap Yellow,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
104,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2646,Bowl Trap,Bowl Trap Yellow,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
128,"Alexandra Fiord, Nunavut",2012-07-06,Willow,78.875,-75.799,S. Robinson,UBC:GH:2731,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,Greg's Synoptic Collection
186,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2819,Bowl Trap,Bowl Trap Yellow,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2970,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2971,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2973,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2975,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2976,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2982,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3009,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3016,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
347,"Alexandra Fiord, Nunavut",2012-07-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:3181,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
283,"Alexandra Fiord, Nunavut",2012-07-20,Willow,78.875,-75.799,S. Robinson,UBC:GH:3231,Bowl Trap,Bowl Trap Yellow,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,F,NA,NA
239,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3384,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
239,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3396,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
239,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3441,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
265,"Alexandra Fiord, Nunavut",2012-07-18,Willow,78.875,-75.799,S. Robinson,UBC:GH:3485,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
236,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3546,Bowl Trap,Bowl Trap Yellow,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
236,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3549,Bowl Trap,Bowl Trap Yellow,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
236,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3550,Bowl Trap,Bowl Trap Yellow,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
262,"Alexandra Fiord, Nunavut",2012-07-18,Willow,78.875,-75.799,S. Robinson,UBC:GH:3632,Bowl Trap,Bowl Trap Yellow,OTC,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
237,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3772,Bowl Trap,Bowl Trap White,Control,NA,Lepidoptera,Nymphalidae,Boloria,chariclea,M,NA,NA
79,"Alexandra Fiord, Nunavut",2012-06-30,Willow,78.875,-75.799,S. Robinson,UBC:GH:802,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Nymphalidae,Boloria,polaris,M,NA,Greg's Synoptic Collection
126,"Alexandra Fiord, Nunavut",2012-07-06,Willow,78.875,-75.799,S. Robinson,UBC:GH:1270,Bowl Trap,Bowl Trap White,Control,NA,Lepidoptera,Pieridae,Colias,hecla,M,NA,Greg's Synoptic Collection
126,"Alexandra Fiord, Nunavut",2012-07-06,Willow,78.875,-75.799,S. Robinson,UBC:GH:1271,Bowl Trap,Bowl Trap White,Control,NA,Lepidoptera,Pieridae,Colias,hecla,M,NA,NA
167,"Alexandra Fiord, Nunavut",2012-07-10,Willow,78.875,-75.799,S. Robinson,UBC:GH:1650,Bowl Trap,Bowl Trap Yellow,Control,NA,Lepidoptera,Pieridae,Colias,hecla,M,NA,NA
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2927,Bowl Trap,Bowl Trap White,Control,NA,Lepidoptera,Pieridae,Colias,hecla,M,NA,Greg's Synoptic Collection
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3005,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Pieridae,Colias,hecla,M,NA,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3020,Panfall,Panfall Yellow,Control,NA,Lepidoptera,Pieridae,Colias,hecla,M,NA,NA
246,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3689,Panfall,Panfall Yellow,OTC,NA,Lepidoptera,Pieridae,Colias,hecla,M,NA,NA
59,"Alexandra Fiord, Nunavut",2012-06-28,Willow,78.875,-75.799,S. Robinson,UBC:GH:1055,Bowl Trap,Bowl Trap Blue,Control,NA,Lepidoptera,NA,NA,NA,NA,Noctuidae?,Greg's Synoptic Collection
125,"Alexandra Fiord, Nunavut",2012-07-06,Willow,78.875,-75.799,S. Robinson,UBC:GH:1171,Bowl Trap,Bowl Trap Yellow,OTC,NA,NA,NA,NA,NA,NA,Not found,NA
208,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:1287,Bowl Trap,Bowl Trap Blue,Control,NA,NA,NA,NA,NA,NA,Not found,NA
217,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2044,Panfall,Panfall Yellow,Control,NA,NA,NA,NA,NA,NA,Not found,NA
204,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2058,Bowl Trap,Bowl Trap White,OTC,NA,NA,NA,NA,NA,NA,Not found,NA
209,"Alexandra Fiord, Nunavut",2012-07-14,Willow,78.875,-75.799,S. Robinson,UBC:GH:2126,Bowl Trap,Bowl Trap Yellow,Control,NA,NA,NA,NA,NA,NA,Not found,NA
105,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2261,Bowl Trap,Bowl Trap White,Control,NA,Lepidoptera,NA,NA,NA,NA,Nocutidae?,Greg's Synoptic Collection
142,"Alexandra Fiord, Nunavut",2012-07-08,Willow,78.875,-75.799,S. Robinson,UBC:GH:2429,Bowl Trap,Bowl Trap White,OTC,NA,Diptera,Dolichopodidae,Dolichopus,NA,F,NA,Greg's Synoptic Collection
147,"Alexandra Fiord, Nunavut",2012-07-08,Willow,78.875,-75.799,S. Robinson,UBC:GH:2479,Bowl Trap,Bowl Trap Yellow,Control,NA,NA,NA,NA,NA,NA,Not found,NA
103,"Alexandra Fiord, Nunavut",2012-07-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:2592,Bowl Trap,Bowl Trap Blue,OTC,NA,NA,NA,NA,NA,NA,Not found,NA
187,"Alexandra Fiord, Nunavut",2012-07-12,Willow,78.875,-75.799,S. Robinson,UBC:GH:2940,Bowl Trap,Bowl Trap White,Control,NA,NA,NA,NA,NA,NA,Not found,NA
247,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:2985,Panfall,Panfall Yellow,Control,NA,NA,NA,NA,NA,NA,Not found,NA
302,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3217,Bowl Trap,Bowl Trap Blue,Control,NA,NA,NA,NA,NA,NA,Not found,NA
238,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3268,Bowl Trap,Bowl Trap Blue,Control,NA,NA,NA,NA,NA,NA,Not found,NA
127,"Alexandra Fiord, Nunavut",2012-07-06,Willow,78.875,-75.799,S. Robinson,UBC:GH:3445,Bowl Trap,Bowl Trap Blue,Control,NA,Lepidoptera,NA,NA,NA,NA,NA,Greg's Synoptic Collection
236,"Alexandra Fiord, Nunavut",2012-07-16,Willow,78.875,-75.799,S. Robinson,UBC:GH:3544,Bowl Trap,Bowl Trap Yellow,OTC,NA,NA,NA,NA,NA,NA,Not found,NA
300,"Alexandra Fiord, Nunavut",2012-07-22,Willow,78.875,-75.799,S. Robinson,UBC:GH:3565,Bowl Trap,Bowl Trap Yellow,OTC,NA,NA,NA,NA,NA,NA,Not found,NA
262,"Alexandra Fiord, Nunavut",2012-07-18,Willow,78.875,-75.799,S. Robinson,UBC:GH:3619,Bowl Trap,Bowl Trap Yellow,OTC,NA,NA,NA,NA,NA,NA,Not found,NA
356,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:3829,Bowl Trap,Bowl Trap White,OTC,NA,NA,NA,NA,NA,NA,Not found,NA
379,"Alexandra Fiord, Nunavut",2012-08-04,Willow,78.875,-75.799,S. Robinson,UBC:GH:3904,Bowl Trap,Bowl Trap Blue,Control,NA,NA,NA,NA,NA,NA,Not found,NA
260,"Alexandra Fiord, Nunavut",2012-07-18,Willow,78.875,-75.799,S. Robinson,UBC:GH:4030,Bowl Trap,Bowl Trap White,OTC,NA,NA,NA,NA,NA,NA,Not found,NA
359,"Alexandra Fiord, Nunavut",2012-08-01,Willow,78.875,-75.799,S. Robinson,UBC:GH:4065,Bowl Trap,Bowl Trap White,Control,NA,NA,NA,NA,NA,NA,Not found,NA
90,"Alexandra Fiord, Nunavut",2012-07-02,Willow,78.875,-75.799,S. Robinson,UBC:GH:852,Bowl Trap,Bowl Trap Blue,OTC,NA,NA,NA,NA,NA,NA,"Not found, probably Phaonia",NA
25,"Alexandra Fiord, Nunavut",2012-06-23,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,NA,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
196,"Alexandra Fiord, Nunavut",2012-07-13,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
196,"Alexandra Fiord, Nunavut",2012-07-13,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
196,"Alexandra Fiord, Nunavut",2012-07-13,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
227,"Alexandra Fiord, Nunavut",2012-07-15,Willow,78.875,-75.799,D. Curley,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
272,"Alexandra Fiord, Nunavut",2012-07-19,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
296,"Alexandra Fiord, Nunavut",2012-07-21,Willow,78.875,-75.799,D. McNicholl,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
296,"Alexandra Fiord, Nunavut",2012-07-21,Willow,78.875,-75.799,D. McNicholl,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
293,"Alexandra Fiord, Nunavut",2012-07-21,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
296,"Alexandra Fiord, Nunavut",2012-07-21,Willow,78.875,-75.799,D. McNicholl,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
337,"Alexandra Fiord, Nunavut",2012-07-29,Willow,78.875,-75.799,D. Curley,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
354,"Alexandra Fiord, Nunavut",2012-07-31,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Papaver radicatum,Hymenoptera,Apidae,Bombus,NA,NA,Missed,
51,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Salix arctica (M),Diptera,Syrphidae,NA,NA,NA,Missed,
52,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Salix arctica (F),Diptera,Syrphidae,NA,NA,NA,Missed,
52,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Salix arctica (F),Diptera,Syrphidae,NA,NA,NA,Missed,
52,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Salix arctica (F),Diptera,Muscidae,NA,NA,NA,Missed,
53,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Syrphidae,NA,NA,NA,Missed,
53,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Syrphidae,NA,NA,NA,Missed,
53,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Syrphidae,NA,NA,NA,Missed,
54,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Salix arctica (F),Diptera,Syrphidae,NA,NA,NA,Missed,
54,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Salix arctica (F),Diptera,Syrphidae,NA,NA,NA,Missed,
54,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
54,"Alexandra Fiord, Nunavut",2012-06-27,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
68,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Syrphidae,NA,NA,NA,Missed,
68,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
68,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
72,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
72,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
72,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
73,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Salix arctica (M),Diptera,Muscidae,NA,NA,NA,Missed,
73,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Salix arctica (M),Diptera,Muscidae,NA,NA,NA,Missed,
73,"Alexandra Fiord, Nunavut",2012-06-29,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Salix arctica (F),Diptera,Muscidae,NA,NA,NA,Missed,
86,"Alexandra Fiord, Nunavut",2012-07-01,Willow,78.875,-75.799,D. McNicholl,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
86,"Alexandra Fiord, Nunavut",2012-07-01,Willow,78.875,-75.799,D. McNicholl,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
86,"Alexandra Fiord, Nunavut",2012-07-01,Willow,78.875,-75.799,D. McNicholl,NA,Netting,Netting ,Control,Salix arctica (M),Diptera,Syrphidae,NA,NA,NA,Missed,
101,"Alexandra Fiord, Nunavut",2012-07-03,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
101,"Alexandra Fiord, Nunavut",2012-07-03,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
101,"Alexandra Fiord, Nunavut",2012-07-03,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
101,"Alexandra Fiord, Nunavut",2012-07-03,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
101,"Alexandra Fiord, Nunavut",2012-07-03,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,NA,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Lepidoptera,NA,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,NA,NA,NA,Missed,
118,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,S. Robinson,NA,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,NA,NA,NA,Missed,
119,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
119,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
119,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
119,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,NA,Netting,Netting ,Control,Dryas integrifolia,Diptera,Muscidae,NA,NA,NA,Missed,
120,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,NA,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,NA,NA,NA,Missed,
120,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,NA,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,NA,NA,NA,Missed,
120,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,NA,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,NA,NA,NA,Missed,
120,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,NA,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,NA,NA,NA,Missed,
120,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,NA,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,NA,NA,NA,Missed,
120,"Alexandra Fiord, Nunavut",2012-07-05,Willow,78.875,-75.799,C. G-Gaito,NA,Netting,Netting ,Control,Papaver radicatum,Diptera,Muscidae,NA,NA,NA,Missed,
